chart_id,difficulty,source_file,display_bpm,ebpm,total_stream_length,max_stream_length,break_count,stream_break_ratio,average_nps,peak_ebpm
b38efb16,20,Stamina RPG 7/[20] Vegan Dude On Barbecue/vegandudeonbarbecue.sm,218.0,218.0,263,60,2,26.3,13.69,149.9
708fc28f,20,Stamina RPG 7/[20] Weekend Racer~R666/Weekend Racer~R666.sm,230.0,230.0,168,47,7,3.5,12.99,215.6
c6d88450,20,Stamina RPG 7/[20] Winter Solstice FP 204/wintersolsticefp204.sm,204.0,204.0,504,60,8,16.258,12.73,178.5
f37c26f1,21,Stamina RPG 7/[21] Dekiai TEK/dekiai TEK.sm,235.0,235.0,148,148,0,0.0,14.78,
a522219d,21,Stamina RPG 7/[21] FASTEST ANIMU MUSIC (Hard)/FastestANIMU.sm,230.0,230.0,365,41,23,1.478,11.08,215.6
3226ed9f,21,Stamina RPG 7/[21] Fireworks Factory/Spyro - Year of the Dragon OST Fireworks Factory.sm,225.0,225.0,223,223,0,0.0,13.9,
3aeadf7d,21,Stamina RPG 7/[21] Forever Great Angler King (Trap Remix)/anglerrrr.sm,246.0,246.0,87,32,3,5.118,14.22,215.2
b687f410,21,Stamina RPG 7/[21] Got A Lego/Got A Lego.sm,240.0,240.0,127,104,2,14.111,14.0,225.0
d2b275d3,21,Stamina RPG 7/[21] My Spectrum Died Yesterday/MY-SPECTRUM-DIED-YES.sm,250.0,250.0,74,56,4,1.104,9.68,171.9
1b965932,21,Stamina RPG 7/[21] You Cannot Be Programmed FB 216/youcannotbeprogrammedfb216.sm,216.0,229.5,725,65,11,7.632,13.06,202.5
1079d1f0,22,Stamina RPG 7/[22] Animu Music Triad FB 230 (Hard)/animutrilogy.sm,230.0,214.7,1121,80,48,2.049,11.42,201.3
e79783d3,22,Stamina RPG 7/[22] Awakening (Hard)/awakeningffrk.sm,246.0,246.0,136,81,0,0.0,12.1,
60474d52,22,Stamina RPG 7/[22] BBoom BBoom/BBoom BBoom.sm,252.0,252.0,153,63,6,2.833,13.03,236.2
6c344b9d,22,Stamina RPG 7/[22] The Decisive Battle (Edit)/S.S.H. - FF6 - The Decisive Battle.sm,234.0,234.0,205,205,0,0.0,15.13,
e76d31c8,23,Stamina RPG 7/[23] A Betrayal Unforetold/A Betrayal Unforetold.sm,250.0,250.0,245,47,9,4.224,14.55,234.4
bb2fee48,23,Stamina RPG 7/[23] Downfall/Downfall.sm,243.0,242.5,233,111,1,58.25,13.69,
c9e723e3,23,Stamina RPG 7/[23] Mechanical Rhythm/Mechanical Rhythm.sm,260.0,260.0,116,28,4,2.231,13.37,195.0
d76afe1a,24,Stamina RPG 7/[24] Cellblind/Cellblind.sm,272.0,272.0,151,32,7,2.397,13.8,204.0
304e13de,24,Stamina RPG 7/[24] Crimson Fighter/Crimson-Fighter.sm,264.0,264.0,130,85,2,11.818,15.68,247.5
bd19e112,24,Stamina RPG 7/[24] Magia/Magia.sm,250.0,250.0,288,120,4,13.091,15.18,
7b5b5f54,25,Stamina RPG 7/[25] Diamond Dust Zone Act 1/Diamond Dust Zone Act 1.sm,266.0,265.9,152,40,0,0.0,16.75,
06f05132,25,Stamina RPG 7/[25] Final Fall/Final Fall.sm,272.0,271.5,134,73,3,4.621,14.11,158.4
3a33ec5c,26,Stamina RPG 7/[26] Beyond Life/Beyond Life.sm,280.0,280.0,206,64,3,3.962,15.24,140.0
d4c9da19,26,Stamina RPG 7/[26] Eternal Drain/Eternal Drain.sm,298.0,298.0,99,37,7,2.538,15.7,242.1
d348be8b,26,"Stamina RPG 7/[26] Groovy Fire, Rushing Wind (Edit) FB 240/Groovy Fire, Rushing Wind FB 240.sm",240.0,240.0,1714,90,19,4.222,13.79,160.0
757b935f,26,Stamina RPG 7/[26] Navras/Navras.sm,270.0,270.0,356,68,5,5.477,14.57,219.4
d0e9f6b4,29,Stamina RPG 7/[29] Geminate Catalepsy (Hard)/Geminate Catalepsy.sm,290.0,290.0,1151,88,36,2.519,15.08,235.6
c6d5c294,12,Stamina RPG 8 - Unlocks/[12] Die For Me (Novice)/dieforme.sm,145.0,145.0,78,16,6,1.592,6.73,126.9
8842e9eb,12,Stamina RPG 8 - Unlocks/[12] Dubidubidu/Dubidubidu.sm,148.0,148.0,37,27,1,2.467,6.93,83.2
3e8f02b1,12,Stamina RPG 8 - Unlocks/[12] Heavydirtysoul/steps.sm,130.0,130.0,84,25,3,3.231,6.89,121.9
cdae9d1a,12,Stamina RPG 8 - Unlocks/[12] I Can't Stop Me (Hard)/Can't Stop Me.sm,150.0,150.0,52,15,3,1.02,6.55,131.2
89d1abef,12,Stamina RPG 8 - Unlocks/[12] Jump/Jaguar Skills X Wheeto feat. Scrufizzer - Jump.sm,140.0,140.0,66,7,4,4.125,6.07,131.2
e5da7cfb,12,Stamina RPG 8 - Unlocks/[12] Lambada/Lambada.sm,122.0,122.0,133,133,0,0.0,8.02,
d6f75f9a,12,Stamina RPG 8 - Unlocks/[12] Lets Get Wild/song.sm,150.0,150.0,31,15,1,1.824,6.43,84.4
526a4213,12,Stamina RPG 8 - Unlocks/[12] Panic/song.sm,170.0,170.0,24,8,2,1.263,7.01,106.2
65bd2bf0,12,Stamina RPG 8 - Unlocks/[12] Renai Circulation FB 126/renaicirculationfb126.sm,126.0,126.0,102,47,2,6.8,7.63,94.5
174e07c7,12,Stamina RPG 8 - Unlocks/[12] Scary Point/steps.sm,165.0,165.0,41,19,5,1.64,8.27,134.1
d430a8b5,12,Stamina RPG 8 - Unlocks/[12] Serendipity/Serendipity.sm,173.0,173.0,22,13,2,0.647,6.81,129.8
0c58eb1b,12,Stamina RPG 8 - Unlocks/[12] Shukufuku/Shukufuku.sm,170.0,170.0,14,7,0,0.0,6.27,
4f0184d7,12,Stamina RPG 8 - Unlocks/[12] Silhouette [Short Cut]/simfile.sm,167.0,167.0,29,8,0,0.0,8.56,
2005c3dd,12,Stamina RPG 8 - Unlocks/[12] Summer Rain (Alex K Remix)/Summer Rain.sm,138.0,137.7,67,32,1,22.333,8.29,68.9
4aea2380,12,Stamina RPG 8 - Unlocks/[12] Super Idol Hardbass Remix/SUPER IDOL but it's HARDBASS REMIX.sm,150.0,150.0,52,7,6,2.476,7.73,131.2
f4e22605,12,Stamina RPG 8 - Unlocks/[12] edamame (cudsys remix) (Hard)/edamame (cudsys remix).sm,130.0,138.1,49,7,0,0.0,7.48,
3a190504,13,Stamina RPG 8 - Unlocks/[13] Blue Bird/Blue Bird (2021 Remastered).sm,152.0,152.0,89,28,3,2.697,7.92,95.0
d1bc362f,13,Stamina RPG 8 - Unlocks/[13] KILL EACH OTHER/steps.sm,162.0,172.1,66,15,2,6.0,10.19,151.9
65335075,13,Stamina RPG 8 - Unlocks/[13] Kimi no Shiranai Monogatari/Kimino Shiranai Monogatari.sm,165.0,165.0,116,16,10,1.247,7.7,154.7
cbb4c2ea,13,Stamina RPG 8 - Unlocks/[13] Mouse Trap FB 138/mousefb138.sm,138.0,138.0,140,80,3,5.833,8.09,129.4
3d746c27,13,Stamina RPG 8 - Unlocks/[13] New Age Dark Age/NADA.sm,128.0,136.0,482,63,12,5.671,7.0,104.0
0870bd66,13,Stamina RPG 8 - Unlocks/[13] Ravenous/Ravenous.sm,186.0,186.0,35,10,7,0.461,7.63,162.8
7ee809eb,13,Stamina RPG 8 - Unlocks/[13] Sad Jungle/Sad_Jungle.sm,174.0,184.9,68,22,3,2.0,6.36,108.7
f3b1b271,13,Stamina RPG 8 - Unlocks/[13] Saltwater/steps.sm,131.0,131.0,242,60,3,5.5,7.57,81.9
e4848c53,13,Stamina RPG 8 - Unlocks/[13] Shadow is the Light/Shadow is the Light.sm,188.0,188.0,31,23,1,1.292,8.08,129.2
004e712b,13,Stamina RPG 8 - Unlocks/[13] Superstar/steps.sm,150.0,150.0,76,19,5,6.333,7.43,131.2
e429ab1d,13,Stamina RPG 8 - Unlocks/[13] U-0/steps.sm,172.0,172.0,46,7,8,0.885,7.25,150.5
61b6e21c,13,Stamina RPG 8 - Unlocks/[13] Yellow Line/yellowline.sm,140.0,140.0,200,67,5,7.143,8.32,131.2
fbb6664c,13,Stamina RPG 8 - Unlocks/[13] bEAT GATHER [Linjin Remix]/bEAT GATHER [Linjin Remix].sm,155.0,155.0,93,7,10,2.447,8.77,145.3
e1dedb3c,13,Stamina RPG 8 - Unlocks/[13] let's meet at the end of the world/end.sm,145.0,145.0,143,31,1,35.75,9.01,135.9
3bf01969,13,Stamina RPG 8 - Unlocks/[13] rabo rekening/gladde paling - rabo rekening.sm,180.0,180.0,41,11,3,3.417,8.91,135.0
ddadce4e,14,Stamina RPG 8 - Unlocks/[14] Bad Cycle/bad cycle.sm,160.0,160.0,141,33,6,8.294,9.49,130.0
09a7f0eb,14,Stamina RPG 8 - Unlocks/[14] Buy U A Drank/Buy U A Drank.sm,160.0,160.0,122,58,3,20.333,9.15,
76444563,14,Stamina RPG 8 - Unlocks/[14] Dream of You/dreamofyou.sm,160.0,160.0,127,55,1,25.4,9.51,120.0
2adbc025,14,Stamina RPG 8 - Unlocks/[14] Firing Up (Side A)/Maniacs of Noise - Firing Up (Side A).sm,140.0,140.0,407,84,2,101.75,9.2,87.5
b7d5dc94,14,Stamina RPG 8 - Unlocks/[14] Journey Upon Otherworld (SN Side)/Journey Upon Otherworld.sm,145.0,145.0,243,55,5,6.943,8.29,126.9
04d79510,14,Stamina RPG 8 - Unlocks/[14] KAKOPHONY/steps.sm,144.0,144.0,224,68,9,4.48,8.02,135.0
ed909c1d,14,Stamina RPG 8 - Unlocks/[14] Life After the End/Life After the End.sm,182.0,182.0,54,31,1,27.0,10.73,170.6
10885577,14,Stamina RPG 8 - Unlocks/[14] METRO MAYHEM/metro mayhem.sm,140.0,140.0,400,44,16,4.167,7.86,131.2
a3227786,14,Stamina RPG 8 - Unlocks/[14] ReRe/ReRe.sm,155.0,155.0,143,88,1,7.15,8.74,116.2
fb505697,14,Stamina RPG 8 - Unlocks/[14] Runaway/runaway.sm,152.0,152.0,131,16,5,7.706,8.52,142.5
0375b647,14,Stamina RPG 8 - Unlocks/[14] Sa MaRichi (Hard)/Gram vs HiTECH NINJA - Sa MaRichi.sm,155.0,155.0,151,72,1,18.875,8.79,
edd589f1,14,Stamina RPG 8 - Unlocks/[14] Scorched Earch Tactics/Scorched Earth Tactics.sm,170.0,170.0,62,15,0,0.0,10.56,
ba4d288a,14,Stamina RPG 8 - Unlocks/[14] She is my wife/She_is_my_wife.sm,170.0,170.0,105,36,3,8.75,7.85,85.0
1fe50e69,14,Stamina RPG 8 - Unlocks/[14] So Not Worth It/So Not Worth It.sm,162.0,162.0,107,31,0,0.0,10.08,
4ca855d9,14,Stamina RPG 8 - Unlocks/[14] Super Shooter/Super Shooter.sm,180.0,180.0,45,30,1,22.5,9.78,135.0
15b134a2,14,Stamina RPG 8 - Unlocks/[14] Yasashisa no Riyuu/Yasashisa no Riyuu.sm,177.0,177.0,114,17,10,2.111,8.69,165.9
353c71d9,14,Stamina RPG 8 - Unlocks/[14] aLIEz/aLIEz.sm,198.0,198.0,27,7,0,0.0,7.17,
a5756f4b,14,Stamina RPG 8 - Unlocks/[14] homonculus/homonculus.sm,191.0,191.0,40,32,1,5.0,8.94,
4f8e62b7,15,Stamina RPG 8 - Unlocks/[15] At Thunder's Gate/At Thunder's Gate.sm,190.0,201.9,96,32,3,6.857,10.97,106.9
d79931e4,15,Stamina RPG 8 - Unlocks/[15] Cleaner/Cleaner.sm,203.0,203.0,59,21,4,2.565,10.11,177.6
37e93b31,15,Stamina RPG 8 - Unlocks/[15] Dead In The Eye/deadintheeye.sm,175.0,175.0,101,52,2,6.733,9.01,109.4
5804da89,15,Stamina RPG 8 - Unlocks/[15] Drizzle (Fang Remix)/Drizzle (fang Remix).sm,175.0,218.8,1,1,0,0.0,8.74,
67c31298,15,Stamina RPG 8 - Unlocks/[15] Eurobeat Is Fantastic -Part5-/part5.sm,160.0,170.0,357,38,57,1.94,9.23,150.0
7c96dd24,15,Stamina RPG 8 - Unlocks/[15] Hard Feelings/steps.sm,174.0,174.0,144,43,3,5.538,9.28,130.5
22e68e14,15,Stamina RPG 8 - Unlocks/[15] Mahaon/Mahaon.sm,155.0,155.0,277,174,3,11.08,9.71,135.6
0e382def,15,Stamina RPG 8 - Unlocks/[15] Nonsense Situation FB 156/nonsensesituationfb156.sm,156.0,156.0,245,31,0,0.0,9.89,
b61f64d9,15,Stamina RPG 8 - Unlocks/[15] Overcome Your Fears FB 168/overcomeyourfearsfb168.sm,168.0,168.0,180,15,9,4.865,8.74,147.0
04a3fe8f,15,Stamina RPG 8 - Unlocks/[15] Proof Of Will/proofofwillsrpg8.sm,143.0,138.1,1425,51,40,3.098,7.2,121.9
c7743f67,15,Stamina RPG 8 - Unlocks/[15] Saunaan/Korpiklaani - Saunaan.sm,180.0,180.0,104,22,6,3.25,9.88,168.8
316775fb,15,Stamina RPG 8 - Unlocks/[15] Squall/steps.sm,162.0,162.0,151,72,1,6.292,9.67,111.4
437f9e45,15,Stamina RPG 8 - Unlocks/[15] Stepchild of Laceration FB 196/stepchildoflacerationfb196.sm,196.0,196.0,76,28,3,0.71,7.84,159.2
8a1b4794,15,Stamina RPG 8 - Unlocks/[15] Take Off And Land 2012/land.sm,200.0,200.0,66,31,3,1.435,8.99,150.0
ed844981,15,Stamina RPG 8 - Unlocks/[15] Theme of Balthazar Kline/Theme of Balthazar Kline.sm,183.0,183.3,86,39,1,43.0,11.42,160.4
f4dc3ca9,15,Stamina RPG 8 - Unlocks/[15] Tiny Tales Continue/tiny_tales_continue.sm,188.0,187.8,68,16,2,4.25,10.82,152.6
c4a85d5e,15,Stamina RPG 8 - Unlocks/[15] Trust In You/Trust In You.sm,190.0,190.0,88,15,11,0.898,8.41,166.2
12c36d63,15,Stamina RPG 8 - Unlocks/[15] Vacuum/Vacuum.sm,200.0,200.0,65,26,2,4.643,9.97,100.0
1836b42e,16,Stamina RPG 8 - Unlocks/[16] Buxbaumzuensler/Buxbaumzuensler.sm,164.0,184.5,245,34,4,24.5,10.02,153.8
4c5da76e,16,Stamina RPG 8 - Unlocks/[16] Dancing In The Donk/Simi feat donkinator - Dancing In The Donk.sm,205.0,205.0,115,31,3,1.643,9.78,153.8
737da6d8,16,Stamina RPG 8 - Unlocks/[16] Edge Of Dreams/edgeofdreams.sm,177.0,177.0,191,32,2,10.053,9.71,143.8
f33472a4,16,Stamina RPG 8 - Unlocks/[16] Empyrean/Empyrean.sm,175.0,175.0,200,59,4,7.407,9.8,164.1
b3d2408f,16,Stamina RPG 8 - Unlocks/[16] Eurobeat Is Fantastic 2nd Stage (Part 1)/eurojej2 P1.sm,163.0,183.4,426,63,9,14.69,9.82,152.8
8786f66d,16,Stamina RPG 8 - Unlocks/[16] Fantastica v2/COSMO - fantastica v2.sm,177.0,188.1,255,72,4,6.711,9.92,154.9
b4f6ca4d,16,Stamina RPG 8 - Unlocks/[16] Lost in the Abyss/lost in the abyss.sm,183.0,183.0,177,119,1,16.091,9.96,125.8
bf1719cf,16,Stamina RPG 8 - Unlocks/[16] Majestic Teasing/Majestic_Teasing.sm,200.0,200.0,98,32,2,1.782,8.48,150.0
e968945c,16,Stamina RPG 8 - Unlocks/[16] Messed Up Gravity/messed up gravity.sm,190.0,190.0,152,32,3,4.343,9.95,166.2
da3c7034,16,Stamina RPG 8 - Unlocks/[16] Nico x Nico = Hyper Smile Power/Nico_x_Nico_=_Hyper_Smile_Power!.sm,190.0,190.0,131,16,10,4.094,10.48,178.1
11de4531,16,Stamina RPG 8 - Unlocks/[16] OMG/OMG.sm,180.0,180.0,170,17,3,10.0,11.01,146.2
d63bc996,16,Stamina RPG 8 - Unlocks/[16] SATURN LIGHTS/Psychedelicious Trance Mix.sm,138.0,163.9,1616,150,45,5.441,8.04,129.4
c2408db1,16,Stamina RPG 8 - Unlocks/[16] Sanctuary/Sanctuary.sm,182.0,182.0,182,63,5,4.667,10.52,136.5
3bf5537d,16,Stamina RPG 8 - Unlocks/[16] Time To Party Up/The Sickest Squad & Rob Gee - Time To Party Up.sm,195.0,195.0,120,16,8,2.609,9.07,170.6
ec75c286,16,Stamina RPG 8 - Unlocks/[16] Titania/Titania.sm,212.0,225.2,66,30,5,2.444,10.07,185.5
5a3f5a25,16,Stamina RPG 8 - Unlocks/[16] VOLAQUAS/VOLAQUAS.sm,212.0,212.0,72,33,2,3.0,11.37,172.2
a317505d,17,Stamina RPG 8 - Unlocks/[17] Booyah/Booyah.sm,225.0,225.0,60,36,1,1.667,10.08,103.1
0d17198d,17,Stamina RPG 8 - Unlocks/[17] Concrete Jungle FB 185/concretejunglefb185.sm,185.0,185.0,268,40,10,5.255,10.61,173.4
5db45c54,17,Stamina RPG 8 - Unlocks/[17] Eisenigel/The Speed Freak - Eisenigel.sm,195.0,195.0,232,49,8,2.937,9.57,134.1
7cc9c20b,17,Stamina RPG 8 - Unlocks/[17] Eurobeat Female Vocalist Megamix (Part 2)/definitive_edition1.sm,160.0,180.0,1297,55,87,3.468,9.41,150.0
34f0a937,17,Stamina RPG 8 - Unlocks/[17] Exposure v2/exposure.sm,177.0,177.0,278,144,2,27.8,11.17,110.6
ae9f2b2c,17,Stamina RPG 8 - Unlocks/[17] Fuga in G Minor/Fuga in G Minor.sm,203.0,203.0,127,68,2,7.938,11.94,139.6
65e46b4b,17,Stamina RPG 8 - Unlocks/[17] Heavenly Agony (An Uraraka Megalovania)/Heavenly Agony - An Uraraka Megalovania.sm,220.0,220.0,98,34,2,1.922,9.95,123.8
afd6c85c,17,Stamina RPG 8 - Unlocks/[17] Jammin' Z90.3/z90s.sm,150.0,150.0,1621,175,54,6.433,8.68,140.6
7379553f,17,Stamina RPG 8 - Unlocks/[17] Knight Rider/Knight Rider - USAO.sm,200.0,200.0,203,16,6,4.143,11.7,175.0
ec1f1b3e,17,Stamina RPG 8 - Unlocks/[17] Magnus's Dream/Magnus's Dream.sm,190.0,190.0,156,78,2,39.0,11.25,178.1
226d72f9,17,Stamina RPG 8 - Unlocks/[17] Nato x MonstDeath Lovecraft/SF2A6.sm,220.0,220.0,94,22,9,2.35,10.47,206.3
599ec400,17,Stamina RPG 8 - Unlocks/[17] Out Of Frame/Mentalecho - Out Of Frame.sm,188.0,188.0,261,31,4,7.457,10.51,141.0
7e56cb4f,17,Stamina RPG 8 - Unlocks/[17] Quadruple Quarrel FB FP 184/Quadruple Quarrel.sm,184.0,184.0,365,128,5,10.735,11.19,161.0
0d7b429d,17,"Stamina RPG 8 - Unlocks/[17] Questlords of Inverness, Ride to the Galactic Fortress!/questlords.sm",200.0,200.0,169,31,6,2.522,10.4,150.0
be14cd04,17,Stamina RPG 8 - Unlocks/[17] Rapidity is a Justice/why are there two xis.sm,195.0,185.0,170,57,4,3.696,10.14,138.8
3501e7a3,17,Stamina RPG 8 - Unlocks/[17] Scrap Brain Zone/song.sm,215.0,215.0,112,32,3,2.333,10.56,
2d3c23b9,17,Stamina RPG 8 - Unlocks/[17] Supernova FB 178/supernovafb178.sm,178.0,178.0,282,118,4,12.261,10.78,133.5
5f268015,17,Stamina RPG 8 - Unlocks/[17] Sweet Serenade/Sweet Serenade.sm,210.0,210.0,132,30,7,2.062,10.33,196.9
4981a71b,17,Stamina RPG 8 - Unlocks/[17] Travel Inside FB 210/travelinsidefb210.sm,210.0,210.0,118,22,4,3.371,10.7,183.8
950568ae,18,Stamina RPG 8 - Unlocks/[18] 100 MAN YEN RT Hunters/RoughSketch - 100 MAN YEN RT Hunters.sm,230.0,230.0,84,15,4,1.787,9.4,186.9
dccf8e9c,18,Stamina RPG 8 - Unlocks/[18] Artificial Sunrise/artificial sunrise.sm,180.0,180.0,1633,96,44,3.075,9.56,168.8
a964ddd6,18,Stamina RPG 8 - Unlocks/[18] Big In Japan/Big In Japan.sm,206.0,206.0,225,184,1,15.0,12.35,103.0
0a093017,18,Stamina RPG 8 - Unlocks/[18] Cardiologie (Part 3)/cardiologie PT3.sm,185.0,185.0,492,90,6,21.391,11.43,150.3
ae884aad,18,Stamina RPG 8 - Unlocks/[18] Eternity/Eternity.sm,195.0,195.0,296,40,6,24.667,12.64,182.8
e9f42f77,18,Stamina RPG 8 - Unlocks/[18] Four to Six/Four to Six.sm,210.0,210.0,111,31,1,27.75,12.81,183.8
c892a0e6,18,Stamina RPG 8 - Unlocks/[18] Fractal Glitch Works (Part 5)/Fractal Glitch Works (Part 5).sm,188.0,188.0,323,149,0,0.0,12.29,
3a268e4e,18,Stamina RPG 8 - Unlocks/[18] Fruity Blood Overdrive/Fruity Blood Overdrive.sm,200.0,200.0,255,47,7,3.036,10.9,150.0
dc98f28a,18,Stamina RPG 8 - Unlocks/[18] Gods of Death/Gods of Death.sm,234.0,234.0,73,26,3,1.698,10.13,175.5
11adc504,18,Stamina RPG 8 - Unlocks/[18] HYPER SPEED DANCE CORE 2019/hyperspeed.sm,220.0,220.0,125,16,4,1.667,10.85,137.5
5a947498,18,Stamina RPG 8 - Unlocks/[18] Hospitality H2tmix/hotmix2.sm,176.0,176.0,1536,82,32,4.315,9.85,165.0
30b0eb48,18,Stamina RPG 8 - Unlocks/[18] Journey In The Dark/Journey In The Dark.sm,200.0,200.0,214,32,7,8.917,12.15,175.0
07159273,18,Stamina RPG 8 - Unlocks/[18] Mobius/USAO & Camellia - Mobius.sm,230.0,230.0,88,16,4,4.19,11.44,186.9
a42cc6f4,18,Stamina RPG 8 - Unlocks/[18] NO ESCAPE/noescape.sm,165.0,175.3,1932,143,43,4.322,9.33,154.7
d92d3d62,18,Stamina RPG 8 - Unlocks/[18] One Reason/one.sm,218.0,218.0,120,55,3,2.449,11.39,190.8
a2a08759,18,Stamina RPG 8 - Unlocks/[18] Save Me FB 194/savemefb194.sm,194.0,194.0,401,75,11,3.893,10.57,157.6
491d8c6b,18,Stamina RPG 8 - Unlocks/[18] The Hollywood Hootsman/he's the king of california.sm,210.0,210.0,163,33,1,9.588,12.35,131.2
6ff1bb43,18,Stamina RPG 8 - Unlocks/[18] Vacuum Cleaner/Vacuum Cleaner.sm,222.0,222.2,106,24,4,5.579,12.71,194.4
d272bd9d,18,Stamina RPG 8 - Unlocks/[18] yamabuki penguins (^^ mix)/yamabukipenguins.sm,197.0,197.0,232,74,2,38.667,12.58,135.4
3d74db70,19,Stamina RPG 8 - Unlocks/[19] A Sign Far Beyond/A Sign Far Beyond.sm,215.0,215.0,233,52,7,6.472,13.1,188.1
68972570,19,Stamina RPG 8 - Unlocks/[19] Are Ya Raving Kids (Part 4)/AYRK (Part 4).sm,200.0,200.0,520,92,17,4.522,11.66,187.5
05bc0a45,19,Stamina RPG 8 - Unlocks/[19] Crevice of the Archezoic Era/BIGHOLE.sm,222.0,222.0,120,64,2,20.0,13.15,
3fa32677,19,Stamina RPG 8 - Unlocks/[19] Cryptic Hood/Cryptic Hood.sm,207.0,207.0,238,41,3,39.667,13.31,194.1
0d55b53d,19,Stamina RPG 8 - Unlocks/[19] Narodniy Rave (Everything Will Be OK MIX)/Supersekta And Serduchka - Narodniy Rave (Everything Will Be OK MIX).sm,240.0,240.0,63,35,3,3.15,12.35,165.0
89b6e10e,19,Stamina RPG 8 - Unlocks/[19] ROLLING PANDEMONIUM (Ata Remix)/ROLLING PANDEMONIUM (Ata Remix).sm,210.0,210.0,261,96,3,13.05,11.74,105.0
365bc410,19,Stamina RPG 8 - Unlocks/[19] Switched-on Lotus/lotus.sm,230.0,230.0,64,64,0,0.0,14.21,
6df11e0b,19,Stamina RPG 8 - Unlocks/[19] The Middle/The Middle.sm,243.0,243.3,67,34,2,1.367,10.12,192.6
930e5879,19,Stamina RPG 8 - Unlocks/[19] metanoia ~a monologue with my dream self~/metanoia.sm,190.0,201.9,1380,112,47,3.424,10.16,178.1
bf488a99,20,Stamina RPG 8 - Unlocks/[20] Boss Bitch/Boss Bitch.sm,252.0,252.0,56,15,3,2.435,10.8,236.2
cbd3c2f3,20,Stamina RPG 8 - Unlocks/[20] Fiesta Flamenco/fiestaflamenco.sm,216.0,216.0,216,216,0,0.0,13.83,
c9456d58,20,Stamina RPG 8 - Unlocks/[20] For Duck Faith!/MinDelve - For Duck Faith!.sm,218.0,218.0,225,31,2,7.258,12.34,122.6
41e0e68a,20,Stamina RPG 8 - Unlocks/[20] Gravedigger (Saint Punk Remix)/Gravedigger (Saint Punk Remix).sm,252.0,252.0,59,15,4,2.95,12.42,204.8
23baf222,20,Stamina RPG 8 - Unlocks/[20] H A R D C O R E/DJ Mutante - H A R D C O R E.sm,220.0,220.0,274,63,5,5.83,12.16,151.2
db5a7f17,20,Stamina RPG 8 - Unlocks/[20] Hands In The Air/Hands_In_The_Air.sm,200.0,212.5,1375,112,47,3.517,11.14,187.5
7fb64c03,20,Stamina RPG 8 - Unlocks/[20] Inhuman Rampage/Inhuman Rampage Mix.sm,200.0,200.0,1900,113,103,2.554,11.34,187.5
9743437d,20,Stamina RPG 8 - Unlocks/[20] MeteorGlow Aftermath (Hard)/meteorglow.sm,264.0,264.0,34,16,2,2.267,10.06,165.0
bdba3947,20,Stamina RPG 8 - Unlocks/[20] Nachmancore Pt. 1/Nachmancore.sm,225.0,225.0,230,100,4,12.778,13.21,196.9
f9bc1a56,20,Stamina RPG 8 - Unlocks/[20] Nifelheim FB 237/Helblinde - Nifelheim.sm,237.0,237.0,152,32,6,2.338,12.66,207.4
22d87596,20,Stamina RPG 8 - Unlocks/[20] The Storm/The Storm.sm,233.0,232.8,192,108,3,5.189,13.17,116.4
d165a1e6,20,Stamina RPG 8 - Unlocks/[20] Ticking/ticking.sm,226.0,226.0,143,80,0,0.0,13.62,
b6739fb4,20,Stamina RPG 8 - Unlocks/[20] USAO SUPER 200BPM ULTRA GRAND MASTER/USAOMIX.sm,209.0,200.0,709,99,7,16.881,12.29,162.5
83858334,20,Stamina RPG 8 - Unlocks/[20] top40kore/Shoebill - top40kore.sm,246.0,246.0,104,20,5,1.962,11.81,184.5
4fea5f51,21,Stamina RPG 8 - Unlocks/[21] 1 2 Trois Quatre/1234.sm,190.0,190.0,2722,175,67,6.257,11.3,178.1
f3cd6f99,21,Stamina RPG 8 - Unlocks/[21] 4 Minutes/4minutes.sm,230.0,230.0,201,104,2,12.562,13.89,
b1e80662,21,Stamina RPG 8 - Unlocks/[21] A Lasting Promise (Medium)/alp.sm,270.0,270.0,52,16,11,1.04,10.8,219.4
1f63402e,21,Stamina RPG 8 - Unlocks/[21] Deathmask Divine/Deathmask Divine.sm,228.0,228.0,197,152,1,98.5,14.85,185.3
eee41f20,21,Stamina RPG 8 - Unlocks/[21] Egregore/Egregore.sm,256.0,256.0,72,48,1,3.0,10.72,
6c422fa4,21,Stamina RPG 8 - Unlocks/[21] Electric de Chocobo (Hard)/FF7 Remake OST Electric de Chocobo.sm,245.0,244.5,118,22,2,4.538,12.67,142.6
d728d339,21,Stamina RPG 8 - Unlocks/[21] McLarty Party People (Easy)/McLarty Party People (Ch 7 Levels).sm,266.0,266.0,64,16,3,0.81,10.28,166.2
3f8eacc8,21,Stamina RPG 8 - Unlocks/[21] Oddloop/oddloop.sm,235.0,235.0,158,48,4,7.182,14.19,117.5
428db29a,21,Stamina RPG 8 - Unlocks/[21] Squadron/Squadron.sm,240.0,240.0,121,111,1,60.5,15.8,120.0
32cf2b76,21,Stamina RPG 8 - Unlocks/[21] Wings of Stones FP 216/wingsofstonesfp216.sm,216.0,216.0,442,234,1,73.667,13.31,175.5
ef8c79b7,22,Stamina RPG 8 - Unlocks/[22] Bass Slut (Hard)/S3RL - Bass Slut.sm,263.0,262.5,103,24,3,1.373,9.8,131.2
548761ad,22,Stamina RPG 8 - Unlocks/[22] City of Delusion/CityOfDelusion.sm,240.0,240.0,206,44,5,5.421,13.15,195.0
